Item ID,Item Description,Unit of Measure,Group,Item Type,Model
INV-BEAM-SFG-0736,Partially Welded Plate 736,PCS,Beams,SFG,MDL-BEAM-08
INV-BEAM-FG-0165,Metal Beam 165,PCS,Beams,FG,MDL-BEAM-10
INV-BEAM-SFG-0737,Partially Welded Plate 737,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0738,Fabricated Section 738,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0739,Fabricated Section 739,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0740,Intermediate Frame 740,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0741,Fabricated Section 741,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-FG-0166,Steel Frame 166,PCS,Beams,FG,MDL-BEAM-05
INV-BEAM-SFG-0742,Fabricated Section 742,PCS,Beams,SFG,MDL-BEAM-05
INV-BEAM-SFG-0743,Fabricated Section 743,PCS,Beams,SFG,MDL-BEAM-05
INV-BEAM-SFG-0744,Processed Component 744,PCS,Beams,SFG,MDL-BEAM-05
INV-BEAM-FG-0167,Metal Beam 167,PCS,Beams,FG,MDL-BEAM-07
INV-BEAM-SFG-0745,Processed Component 745,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0746,Fabricated Section 746,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0747,Processed Component 747,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0748,Intermediate Frame 748,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0749,Fabricated Section 749,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-FG-0168,Metal Beam 168,PCS,Beams,FG,MDL-BEAM-04
INV-BEAM-SFG-0750,Fabricated Section 750,PCS,Beams,SFG,MDL-BEAM-04
INV-BEAM-SFG-0751,Processed Component 751,PCS,Beams,SFG,MDL-BEAM-04
INV-BEAM-SFG-0752,Processed Component 752,PCS,Beams,SFG,MDL-BEAM-04
INV-BEAM-FG-0169,Structural Bracket 169,PCS,Beams,FG,MDL-BEAM-06
INV-BEAM-SFG-0753,Processed Component 753,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-SFG-0754,Fabricated Section 754,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-SFG-0755,Fabricated Section 755,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-SFG-0756,Intermediate Frame 756,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-SFG-0757,Fabricated Section 757,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-FG-0170,Steel Frame 170,PCS,Beams,FG,MDL-BEAM-11
INV-BEAM-SFG-0758,Fabricated Section 758,PCS,Beams,SFG,MDL-BEAM-11
INV-BEAM-SFG-0759,Partially Welded Plate 759,PCS,Beams,SFG,MDL-BEAM-11
INV-BEAM-SFG-0760,Partially Welded Plate 760,PCS,Beams,SFG,MDL-BEAM-11
INV-BEAM-SFG-0761,Intermediate Frame 761,PCS,Beams,SFG,MDL-BEAM-11
INV-BEAM-SFG-0762,Partially Welded Plate 762,PCS,Beams,SFG,MDL-BEAM-11
INV-BEAM-FG-0171,Structural Bracket 171,PCS,Beams,FG,MDL-BEAM-08
INV-BEAM-SFG-0763,Fabricated Section 763,PCS,Beams,SFG,MDL-BEAM-08
INV-BEAM-SFG-0764,Intermediate Frame 764,PCS,Beams,SFG,MDL-BEAM-08
INV-BEAM-SFG-0765,Partially Welded Plate 765,PCS,Beams,SFG,MDL-BEAM-08
INV-BEAM-SFG-0766,Fabricated Section 766,PCS,Beams,SFG,MDL-BEAM-08
INV-BEAM-SFG-0767,Processed Component 767,PCS,Beams,SFG,MDL-BEAM-08
INV-BEAM-SFG-0768,Partially Welded Plate 768,PCS,Beams,SFG,MDL-BEAM-08
INV-BEAM-FG-0172,Structural Bracket 172,PCS,Beams,FG,MDL-BEAM-01
INV-BEAM-SFG-0769,Processed Component 769,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-SFG-0770,Intermediate Frame 770,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-SFG-0771,Fabricated Section 771,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-SFG-0772,Partially Welded Plate 772,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-SFG-0773,Fabricated Section 773,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-FG-0173,Metal Beam 173,PCS,Beams,FG,MDL-BEAM-11
INV-BEAM-SFG-0774,Intermediate Frame 774,PCS,Beams,SFG,MDL-BEAM-11
INV-BEAM-SFG-0775,Fabricated Section 775,PCS,Beams,SFG,MDL-BEAM-11
INV-BEAM-SFG-0776,Partially Welded Plate 776,PCS,Beams,SFG,MDL-BEAM-11
INV-BEAM-SFG-0777,Intermediate Frame 777,PCS,Beams,SFG,MDL-BEAM-11
INV-BEAM-FG-0174,Structural Bracket 174,PCS,Beams,FG,MDL-BEAM-09
INV-BEAM-SFG-0778,Processed Component 778,PCS,Beams,SFG,MDL-BEAM-09
INV-BEAM-SFG-0779,Partially Welded Plate 779,PCS,Beams,SFG,MDL-BEAM-09
INV-BEAM-SFG-0780,Processed Component 780,PCS,Beams,SFG,MDL-BEAM-09
INV-BEAM-SFG-0781,Fabricated Section 781,PCS,Beams,SFG,MDL-BEAM-09
INV-BEAM-FG-0175,Structural Bracket 175,PCS,Beams,FG,MDL-BEAM-06
INV-BEAM-SFG-0782,Fabricated Section 782,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-SFG-0783,Intermediate Frame 783,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-SFG-0784,Processed Component 784,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-SFG-0785,Partially Welded Plate 785,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-SFG-0786,Partially Welded Plate 786,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-SFG-0787,Fabricated Section 787,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-FG-0176,Steel Plate 176,PCS,Beams,FG,MDL-BEAM-10
INV-BEAM-SFG-0788,Processed Component 788,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0789,Intermediate Frame 789,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0790,Fabricated Section 790,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-FG-0177,Steel Plate 177,PCS,Beams,FG,MDL-BEAM-10
INV-BEAM-SFG-0791,Intermediate Frame 791,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0792,Fabricated Section 792,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0793,Partially Welded Plate 793,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0794,Intermediate Frame 794,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0795,Fabricated Section 795,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0796,Fabricated Section 796,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-FG-0178,Steel Frame 178,PCS,Beams,FG,MDL-BEAM-06
INV-BEAM-SFG-0797,Fabricated Section 797,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-SFG-0798,Intermediate Frame 798,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-SFG-0799,Processed Component 799,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-SFG-0800,Processed Component 800,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-SFG-0801,Fabricated Section 801,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-FG-0179,Structural Bracket 179,PCS,Beams,FG,MDL-BEAM-07
INV-BEAM-SFG-0802,Intermediate Frame 802,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0803,Partially Welded Plate 803,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0804,Partially Welded Plate 804,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0805,Processed Component 805,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-FG-0180,Steel Frame 180,PCS,Beams,FG,MDL-BEAM-01
INV-BEAM-SFG-0806,Partially Welded Plate 806,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-SFG-0807,Fabricated Section 807,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-SFG-0808,Intermediate Frame 808,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-SFG-0809,Fabricated Section 809,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-SFG-0810,Intermediate Frame 810,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-FG-0181,Steel Plate 181,PCS,Beams,FG,MDL-BEAM-10
INV-BEAM-SFG-0811,Partially Welded Plate 811,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0812,Fabricated Section 812,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0813,Fabricated Section 813,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0814,Processed Component 814,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0815,Fabricated Section 815,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0816,Intermediate Frame 816,PCS,Beams,SFG,MDL-BEAM-10
INV-PLTE-FG-0182,Construction Module 182,PCS,Plates,FG,MDL-PLTE-03
INV-PLTE-SFG-0817,Processed Component 817,PCS,Plates,SFG,MDL-PLTE-03
INV-PLTE-SFG-0818,Processed Component 818,PCS,Plates,SFG,MDL-PLTE-03
INV-PLTE-SFG-0819,Intermediate Frame 819,PCS,Plates,SFG,MDL-PLTE-03
INV-PLTE-SFG-0820,Processed Component 820,PCS,Plates,SFG,MDL-PLTE-03
INV-PLTE-SFG-0821,Processed Component 821,PCS,Plates,SFG,MDL-PLTE-03
INV-PLTE-FG-0183,Structural Bracket 183,PCS,Plates,FG,MDL-PLTE-04
INV-PLTE-SFG-0822,Partially Welded Plate 822,PCS,Plates,SFG,MDL-PLTE-04
INV-PLTE-SFG-0823,Partially Welded Plate 823,PCS,Plates,SFG,MDL-PLTE-04
INV-PLTE-SFG-0824,Processed Component 824,PCS,Plates,SFG,MDL-PLTE-04
INV-PLTE-FG-0184,Structural Bracket 184,PCS,Plates,FG,MDL-PLTE-04
INV-PLTE-SFG-0825,Fabricated Section 825,PCS,Plates,SFG,MDL-PLTE-04
INV-PLTE-SFG-0826,Fabricated Section 826,PCS,Plates,SFG,MDL-PLTE-04
INV-PLTE-SFG-0827,Intermediate Frame 827,PCS,Plates,SFG,MDL-PLTE-04
INV-PLTE-SFG-0828,Processed Component 828,PCS,Plates,SFG,MDL-PLTE-04
INV-PLTE-SFG-0829,Processed Component 829,PCS,Plates,SFG,MDL-PLTE-04
INV-PLTE-SFG-0830,Fabricated Section 830,PCS,Plates,SFG,MDL-PLTE-04
INV-PLTE-FG-0185,Metal Beam 185,PCS,Plates,FG,MDL-PLTE-05
INV-PLTE-SFG-0831,Processed Component 831,PCS,Plates,SFG,MDL-PLTE-05
INV-PLTE-SFG-0832,Intermediate Frame 832,PCS,Plates,SFG,MDL-PLTE-05
INV-PLTE-SFG-0833,Fabricated Section 833,PCS,Plates,SFG,MDL-PLTE-05
INV-PLTE-SFG-0834,Intermediate Frame 834,PCS,Plates,SFG,MDL-PLTE-05
INV-PLTE-FG-0186,Metal Beam 186,PCS,Plates,FG,MDL-PLTE-08
INV-PLTE-SFG-0835,Processed Component 835,PCS,Plates,SFG,MDL-PLTE-08
INV-PLTE-SFG-0836,Partially Welded Plate 836,PCS,Plates,SFG,MDL-PLTE-08
INV-PLTE-SFG-0837,Intermediate Frame 837,PCS,Plates,SFG,MDL-PLTE-08
INV-PLTE-SFG-0838,Partially Welded Plate 838,PCS,Plates,SFG,MDL-PLTE-08
INV-PLTE-FG-0187,Structural Bracket 187,PCS,Plates,FG,MDL-PLTE-02
INV-PLTE-SFG-0839,Intermediate Frame 839,PCS,Plates,SFG,MDL-PLTE-02
INV-PLTE-SFG-0840,Intermediate Frame 840,PCS,Plates,SFG,MDL-PLTE-02
INV-PLTE-SFG-0841,Intermediate Frame 841,PCS,Plates,SFG,MDL-PLTE-02
INV-PLTE-FG-0188,Steel Frame 188,PCS,Plates,FG,MDL-PLTE-09
INV-PLTE-SFG-0842,Processed Component 842,PCS,Plates,SFG,MDL-PLTE-09
INV-PLTE-SFG-0843,Fabricated Section 843,PCS,Plates,SFG,MDL-PLTE-09
INV-PLTE-SFG-0844,Processed Component 844,PCS,Plates,SFG,MDL-PLTE-09
INV-PLTE-SFG-0845,Partially Welded Plate 845,PCS,Plates,SFG,MDL-PLTE-09
INV-PLTE-SFG-0846,Fabricated Section 846,PCS,Plates,SFG,MDL-PLTE-09
INV-PLTE-SFG-0847,Fabricated Section 847,PCS,Plates,SFG,MDL-PLTE-09
INV-PLTE-FG-0189,Construction Module 189,PCS,Plates,FG,MDL-PLTE-07
INV-PLTE-SFG-0848,Processed Component 848,PCS,Plates,SFG,MDL-PLTE-07
INV-PLTE-SFG-0849,Partially Welded Plate 849,PCS,Plates,SFG,MDL-PLTE-07
INV-PLTE-SFG-0850,Intermediate Frame 850,PCS,Plates,SFG,MDL-PLTE-07
INV-PLTE-SFG-0851,Intermediate Frame 851,PCS,Plates,SFG,MDL-PLTE-07
INV-PLTE-SFG-0852,Processed Component 852,PCS,Plates,SFG,MDL-PLTE-07
INV-PLTE-FG-0190,Steel Frame 190,PCS,Plates,FG,MDL-PLTE-09
INV-PLTE-SFG-0853,Intermediate Frame 853,PCS,Plates,SFG,MDL-PLTE-09
INV-PLTE-SFG-0854,Fabricated Section 854,PCS,Plates,SFG,MDL-PLTE-09
INV-PLTE-SFG-0855,Partially Welded Plate 855,PCS,Plates,SFG,MDL-PLTE-09
INV-PLTE-SFG-0856,Intermediate Frame 856,PCS,Plates,SFG,MDL-PLTE-09
INV-PLTE-SFG-0857,Partially Welded Plate 857,PCS,Plates,SFG,MDL-PLTE-09
INV-PLTE-FG-0191,Steel Frame 191,PCS,Plates,FG,MDL-PLTE-03
INV-PLTE-SFG-0858,Intermediate Frame 858,PCS,Plates,SFG,MDL-PLTE-03
INV-PLTE-SFG-0859,Intermediate Frame 859,PCS,Plates,SFG,MDL-PLTE-03
INV-PLTE-SFG-0860,Processed Component 860,PCS,Plates,SFG,MDL-PLTE-03
INV-PLTE-SFG-0861,Partially Welded Plate 861,PCS,Plates,SFG,MDL-PLTE-03
INV-PLTE-FG-0192,Metal Beam 192,PCS,Plates,FG,MDL-PLTE-06
INV-PLTE-SFG-0862,Intermediate Frame 862,PCS,Plates,SFG,MDL-PLTE-06
INV-PLTE-SFG-0863,Fabricated Section 863,PCS,Plates,SFG,MDL-PLTE-06
INV-PLTE-SFG-0864,Processed Component 864,PCS,Plates,SFG,MDL-PLTE-06
INV-PLTE-SFG-0865,Processed Component 865,PCS,Plates,SFG,MDL-PLTE-06
INV-PLTE-SFG-0866,Intermediate Frame 866,PCS,Plates,SFG,MDL-PLTE-06
INV-PLTE-FG-0193,Steel Plate 193,PCS,Plates,FG,MDL-PLTE-03
INV-PLTE-SFG-0867,Processed Component 867,PCS,Plates,SFG,MDL-PLTE-03
INV-PLTE-SFG-0868,Partially Welded Plate 868,PCS,Plates,SFG,MDL-PLTE-03
INV-PLTE-SFG-0869,Intermediate Frame 869,PCS,Plates,SFG,MDL-PLTE-03
INV-PLTE-FG-0194,Steel Frame 194,PCS,Plates,FG,MDL-PLTE-10
INV-PLTE-SFG-0870,Intermediate Frame 870,PCS,Plates,SFG,MDL-PLTE-10
INV-PLTE-SFG-0871,Fabricated Section 871,PCS,Plates,SFG,MDL-PLTE-10
INV-PLTE-SFG-0872,Intermediate Frame 872,PCS,Plates,SFG,MDL-PLTE-10
INV-PLTE-SFG-0873,Partially Welded Plate 873,PCS,Plates,SFG,MDL-PLTE-10
INV-PLTE-SFG-0874,Intermediate Frame 874,PCS,Plates,SFG,MDL-PLTE-10
INV-PLTE-FG-0195,Steel Plate 195,PCS,Plates,FG,MDL-PLTE-03
INV-PLTE-SFG-0875,Partially Welded Plate 875,PCS,Plates,SFG,MDL-PLTE-03
INV-PLTE-SFG-0876,Intermediate Frame 876,PCS,Plates,SFG,MDL-PLTE-03
INV-PLTE-SFG-0877,Fabricated Section 877,PCS,Plates,SFG,MDL-PLTE-03
INV-PLTE-SFG-0878,Processed Component 878,PCS,Plates,SFG,MDL-PLTE-03
INV-PLTE-FG-0196,Structural Bracket 196,PCS,Plates,FG,MDL-PLTE-06
INV-PLTE-SFG-0879,Intermediate Frame 879,PCS,Plates,SFG,MDL-PLTE-06
INV-PLTE-SFG-0880,Intermediate Frame 880,PCS,Plates,SFG,MDL-PLTE-06
INV-PLTE-SFG-0881,Processed Component 881,PCS,Plates,SFG,MDL-PLTE-06
INV-PLTE-SFG-0882,Intermediate Frame 882,PCS,Plates,SFG,MDL-PLTE-06
INV-PLTE-SFG-0883,Processed Component 883,PCS,Plates,SFG,MDL-PLTE-06
INV-PLTE-SFG-0884,Fabricated Section 884,PCS,Plates,SFG,MDL-PLTE-06
INV-PLTE-FG-0197,Metal Beam 197,PCS,Plates,FG,MDL-PLTE-06
INV-PLTE-SFG-0885,Partially Welded Plate 885,PCS,Plates,SFG,MDL-PLTE-06
INV-PLTE-SFG-0886,Fabricated Section 886,PCS,Plates,SFG,MDL-PLTE-06
INV-PLTE-SFG-0887,Processed Component 887,PCS,Plates,SFG,MDL-PLTE-06
INV-PLTE-SFG-0888,Intermediate Frame 888,PCS,Plates,SFG,MDL-PLTE-06
INV-PLTE-SFG-0889,Partially Welded Plate 889,PCS,Plates,SFG,MDL-PLTE-06
INV-PLTE-SFG-0890,Intermediate Frame 890,PCS,Plates,SFG,MDL-PLTE-06
INV-PLTE-FG-0198,Steel Plate 198,PCS,Plates,FG,MDL-PLTE-10
INV-PLTE-SFG-0891,Intermediate Frame 891,PCS,Plates,SFG,MDL-PLTE-10
INV-PLTE-SFG-0892,Fabricated Section 892,PCS,Plates,SFG,MDL-PLTE-10
INV-PLTE-SFG-0893,Intermediate Frame 893,PCS,Plates,SFG,MDL-PLTE-10
INV-PLTE-FG-0199,Steel Plate 199,PCS,Plates,FG,MDL-PLTE-02
INV-PLTE-SFG-0894,Processed Component 894,PCS,Plates,SFG,MDL-PLTE-02
INV-PLTE-SFG-0895,Processed Component 895,PCS,Plates,SFG,MDL-PLTE-02
INV-PLTE-SFG-0896,Fabricated Section 896,PCS,Plates,SFG,MDL-PLTE-02
INV-PLTE-FG-0200,Construction Module 200,PCS,Plates,FG,MDL-PLTE-02
INV-PLTE-SFG-0897,Intermediate Frame 897,PCS,Plates,SFG,MDL-PLTE-02
INV-PLTE-SFG-0898,Intermediate Frame 898,PCS,Plates,SFG,MDL-PLTE-02
INV-PLTE-SFG-0899,Fabricated Section 899,PCS,Plates,SFG,MDL-PLTE-02
INV-PLTE-FG-0201,Structural Bracket 201,PCS,Plates,FG,MDL-PLTE-06
INV-PLTE-SFG-0900,Partially Welded Plate 900,PCS,Plates,SFG,MDL-PLTE-06
INV-PLTE-SFG-0901,Intermediate Frame 901,PCS,Plates,SFG,MDL-PLTE-06
INV-PLTE-SFG-0902,Partially Welded Plate 902,PCS,Plates,SFG,MDL-PLTE-06
INV-PLTE-SFG-0903,Processed Component 903,PCS,Plates,SFG,MDL-PLTE-06
INV-PLTE-FG-0202,Steel Frame 202,PCS,Plates,FG,MDL-PLTE-03
INV-PLTE-SFG-0904,Fabricated Section 904,PCS,Plates,SFG,MDL-PLTE-03
INV-PLTE-SFG-0905,Partially Welded Plate 905,PCS,Plates,SFG,MDL-PLTE-03
INV-PLTE-SFG-0906,Processed Component 906,PCS,Plates,SFG,MDL-PLTE-03
INV-PLTE-SFG-0907,Intermediate Frame 907,PCS,Plates,SFG,MDL-PLTE-03
INV-PLTE-SFG-0908,Intermediate Frame 908,PCS,Plates,SFG,MDL-PLTE-03
INV-PLTE-FG-0203,Steel Frame 203,PCS,Plates,FG,MDL-PLTE-01
INV-PLTE-SFG-0909,Processed Component 909,PCS,Plates,SFG,MDL-PLTE-01
INV-PLTE-SFG-0910,Intermediate Frame 910,PCS,Plates,SFG,MDL-PLTE-01
INV-PLTE-SFG-0911,Fabricated Section 911,PCS,Plates,SFG,MDL-PLTE-01
INV-PLTE-SFG-0912,Intermediate Frame 912,PCS,Plates,SFG,MDL-PLTE-01
INV-PLTE-SFG-0913,Processed Component 913,PCS,Plates,SFG,MDL-PLTE-01
INV-PLTE-SFG-0914,Intermediate Frame 914,PCS,Plates,SFG,MDL-PLTE-01
INV-PLTE-FG-0204,Steel Plate 204,PCS,Plates,FG,MDL-PLTE-05
INV-PLTE-SFG-0915,Processed Component 915,PCS,Plates,SFG,MDL-PLTE-05
INV-PLTE-SFG-0916,Processed Component 916,PCS,Plates,SFG,MDL-PLTE-05
INV-PLTE-SFG-0917,Partially Welded Plate 917,PCS,Plates,SFG,MDL-PLTE-05
INV-PLTE-SFG-0918,Partially Welded Plate 918,PCS,Plates,SFG,MDL-PLTE-05
INV-PLTE-SFG-0919,Processed Component 919,PCS,Plates,SFG,MDL-PLTE-05
INV-PLTE-FG-0205,Construction Module 205,PCS,Plates,FG,MDL-PLTE-09
INV-PLTE-SFG-0920,Intermediate Frame 920,PCS,Plates,SFG,MDL-PLTE-09
INV-PLTE-SFG-0921,Intermediate Frame 921,PCS,Plates,SFG,MDL-PLTE-09
INV-PLTE-SFG-0922,Processed Component 922,PCS,Plates,SFG,MDL-PLTE-09
INV-PLTE-SFG-0923,Partially Welded Plate 923,PCS,Plates,SFG,MDL-PLTE-09
INV-PLTE-SFG-0924,Intermediate Frame 924,PCS,Plates,SFG,MDL-PLTE-09
INV-PLTE-SFG-0925,Intermediate Frame 925,PCS,Plates,SFG,MDL-PLTE-09
INV-PLTE-FG-0206,Structural Bracket 206,PCS,Plates,FG,MDL-PLTE-09
INV-PLTE-SFG-0926,Partially Welded Plate 926,PCS,Plates,SFG,MDL-PLTE-09
INV-PLTE-SFG-0927,Partially Welded Plate 927,PCS,Plates,SFG,MDL-PLTE-09
INV-PLTE-SFG-0928,Partially Welded Plate 928,PCS,Plates,SFG,MDL-PLTE-09
INV-PLTE-FG-0207,Steel Plate 207,PCS,Plates,FG,MDL-PLTE-05
INV-PLTE-SFG-0929,Intermediate Frame 929,PCS,Plates,SFG,MDL-PLTE-05
INV-PLTE-SFG-0930,Processed Component 930,PCS,Plates,SFG,MDL-PLTE-05
INV-PLTE-SFG-0931,Fabricated Section 931,PCS,Plates,SFG,MDL-PLTE-05
INV-PLTE-SFG-0932,Intermediate Frame 932,PCS,Plates,SFG,MDL-PLTE-05
INV-PLTE-SFG-0933,Intermediate Frame 933,PCS,Plates,SFG,MDL-PLTE-05
INV-PLTE-FG-0208,Steel Frame 208,PCS,Plates,FG,MDL-PLTE-02
INV-PLTE-SFG-0934,Fabricated Section 934,PCS,Plates,SFG,MDL-PLTE-02
INV-PLTE-SFG-0935,Partially Welded Plate 935,PCS,Plates,SFG,MDL-PLTE-02
INV-PLTE-SFG-0936,Intermediate Frame 936,PCS,Plates,SFG,MDL-PLTE-02
INV-PLTE-SFG-0937,Processed Component 937,PCS,Plates,SFG,MDL-PLTE-02
INV-PLTE-FG-0209,Steel Frame 209,PCS,Plates,FG,MDL-PLTE-02
INV-PLTE-SFG-0938,Intermediate Frame 938,PCS,Plates,SFG,MDL-PLTE-02
INV-PLTE-SFG-0939,Processed Component 939,PCS,Plates,SFG,MDL-PLTE-02
INV-PLTE-SFG-0940,Partially Welded Plate 940,PCS,Plates,SFG,MDL-PLTE-02
INV-PLTE-FG-0210,Metal Beam 210,PCS,Plates,FG,MDL-PLTE-08
INV-PLTE-SFG-0941,Partially Welded Plate 941,PCS,Plates,SFG,MDL-PLTE-08
INV-PLTE-SFG-0942,Processed Component 942,PCS,Plates,SFG,MDL-PLTE-08
INV-PLTE-SFG-0943,Processed Component 943,PCS,Plates,SFG,MDL-PLTE-08
INV-PLTE-SFG-0944,Fabricated Section 944,PCS,Plates,SFG,MDL-PLTE-08
INV-PLTE-SFG-0945,Partially Welded Plate 945,PCS,Plates,SFG,MDL-PLTE-08
INV-PLTE-FG-0211,Structural Bracket 211,PCS,Plates,FG,MDL-PLTE-07
INV-PLTE-SFG-0946,Processed Component 946,PCS,Plates,SFG,MDL-PLTE-07
INV-PLTE-SFG-0947,Fabricated Section 947,PCS,Plates,SFG,MDL-PLTE-07
INV-PLTE-SFG-0948,Partially Welded Plate 948,PCS,Plates,SFG,MDL-PLTE-07
INV-PLTE-SFG-0949,Processed Component 949,PCS,Plates,SFG,MDL-PLTE-07
INV-PLTE-SFG-0950,Fabricated Section 950,PCS,Plates,SFG,MDL-PLTE-07
INV-PLTE-SFG-0951,Processed Component 951,PCS,Plates,SFG,MDL-PLTE-07
INV-PLTE-FG-0212,Construction Module 212,PCS,Plates,FG,MDL-PLTE-03
INV-PLTE-SFG-0952,Partially Welded Plate 952,PCS,Plates,SFG,MDL-PLTE-03
INV-PLTE-SFG-0953,Intermediate Frame 953,PCS,Plates,SFG,MDL-PLTE-03
INV-PLTE-SFG-0954,Intermediate Frame 954,PCS,Plates,SFG,MDL-PLTE-03
INV-PLTE-SFG-0955,Processed Component 955,PCS,Plates,SFG,MDL-PLTE-03
INV-PLTE-FG-0213,Structural Bracket 213,PCS,Plates,FG,MDL-PLTE-08
INV-PLTE-SFG-0956,Processed Component 956,PCS,Plates,SFG,MDL-PLTE-08
INV-PLTE-SFG-0957,Intermediate Frame 957,PCS,Plates,SFG,MDL-PLTE-08
INV-PLTE-SFG-0958,Processed Component 958,PCS,Plates,SFG,MDL-PLTE-08
INV-PLTE-SFG-0959,Intermediate Frame 959,PCS,Plates,SFG,MDL-PLTE-08
INV-PLTE-FG-0214,Construction Module 214,PCS,Plates,FG,MDL-PLTE-02
INV-PLTE-SFG-0960,Intermediate Frame 960,PCS,Plates,SFG,MDL-PLTE-02
INV-PLTE-SFG-0961,Intermediate Frame 961,PCS,Plates,SFG,MDL-PLTE-02
INV-PLTE-SFG-0962,Intermediate Frame 962,PCS,Plates,SFG,MDL-PLTE-02
INV-PLTE-FG-0215,Steel Plate 215,PCS,Plates,FG,MDL-PLTE-07
INV-PLTE-SFG-0963,Fabricated Section 963,PCS,Plates,SFG,MDL-PLTE-07
INV-PLTE-SFG-0964,Intermediate Frame 964,PCS,Plates,SFG,MDL-PLTE-07
INV-PLTE-SFG-0965,Fabricated Section 965,PCS,Plates,SFG,MDL-PLTE-07
INV-PLTE-SFG-0966,Partially Welded Plate 966,PCS,Plates,SFG,MDL-PLTE-07
INV-PLTE-FG-0216,Metal Beam 216,PCS,Plates,FG,MDL-PLTE-01
INV-PLTE-SFG-0967,Intermediate Frame 967,PCS,Plates,SFG,MDL-PLTE-01
INV-PLTE-SFG-0968,Intermediate Frame 968,PCS,Plates,SFG,MDL-PLTE-01
INV-PLTE-SFG-0969,Processed Component 969,PCS,Plates,SFG,MDL-PLTE-01
INV-PLTE-FG-0217,Structural Bracket 217,PCS,Plates,FG,MDL-PLTE-10
INV-PLTE-SFG-0970,Intermediate Frame 970,PCS,Plates,SFG,MDL-PLTE-10
INV-PLTE-SFG-0971,Fabricated Section 971,PCS,Plates,SFG,MDL-PLTE-10
INV-PLTE-SFG-0972,Intermediate Frame 972,PCS,Plates,SFG,MDL-PLTE-10
INV-PLTE-SFG-0973,Processed Component 973,PCS,Plates,SFG,MDL-PLTE-10
INV-PLTE-SFG-0974,Fabricated Section 974,PCS,Plates,SFG,MDL-PLTE-10
INV-PLTE-SFG-0975,Intermediate Frame 975,PCS,Plates,SFG,MDL-PLTE-10
