Item ID,Operation Number,Operation Name,Workcenter ID,Setup Time (min),Run Time (min),Next Operation,Previous Operation
INV-MODL-SFG-1236,4,Welding 2,WC-004,29,360,5.0,3.0
INV-MODL-SFG-1236,5,Machining 1,WC-012,31,97,,4.0
INV-MODL-FG-0277,1,Assembly 1,WC-015,25,240,2.0,
INV-MODL-FG-0277,2,Welding 1,WC-001,19,270,3.0,1.0
INV-MODL-FG-0277,3,Assembly 2,WC-013,27,151,4.0,2.0
INV-MODL-FG-0277,4,Welding 2,WC-005,13,253,5.0,3.0
INV-MODL-FG-0277,5,Assembly 3,WC-015,27,137,6.0,4.0
INV-MODL-FG-0277,6,Welding 3,WC-003,19,172,7.0,5.0
INV-MODL-FG-0277,7,Assembly 4,WC-016,20,304,8.0,6.0
INV-MODL-FG-0277,8,Welding 4,WC-005,17,225,9.0,7.0
INV-MODL-FG-0277,9,Machining 1,WC-007,44,107,10.0,8.0
INV-MODL-FG-0277,10,Painting 1,WC-017,29,151,11.0,9.0
INV-MODL-FG-0277,11,Packaging 1,WC-024,0,40,,10.0
INV-MODL-SFG-1237,1,Assembly 1,WC-015,21,217,2.0,
INV-MODL-SFG-1237,2,Welding 1,WC-005,21,258,3.0,1.0
INV-MODL-SFG-1237,3,Machining 1,WC-011,51,106,,2.0
INV-MODL-SFG-1238,1,Assembly 1,WC-016,26,306,2.0,
INV-MODL-SFG-1238,2,Welding 1,WC-006,11,280,3.0,1.0
INV-MODL-SFG-1238,3,Machining 1,WC-007,68,119,,2.0
INV-MODL-SFG-1239,1,Assembly 1,WC-014,29,318,2.0,
INV-MODL-SFG-1239,2,Welding 1,WC-006,16,322,3.0,1.0
INV-MODL-SFG-1239,3,Machining 1,WC-009,24,107,,2.0
INV-MODL-FG-0278,1,Assembly 1,WC-014,21,237,2.0,
INV-MODL-FG-0278,2,Welding 1,WC-002,14,228,3.0,1.0
INV-MODL-FG-0278,3,Assembly 2,WC-015,30,237,4.0,2.0
INV-MODL-FG-0278,4,Welding 2,WC-004,27,127,5.0,3.0
INV-MODL-FG-0278,5,Painting 1,WC-017,22,98,6.0,4.0
INV-MODL-FG-0278,6,Packaging 1,WC-027,0,40,,5.0
INV-MODL-SFG-1240,1,Assembly 1,WC-016,15,124,2.0,
INV-MODL-SFG-1240,2,Welding 1,WC-004,11,227,3.0,1.0
INV-MODL-SFG-1240,3,Assembly 2,WC-016,10,167,4.0,2.0
INV-MODL-SFG-1240,4,Welding 2,WC-004,10,208,,3.0
INV-MODL-SFG-1241,1,Assembly 1,WC-016,13,241,2.0,
INV-MODL-SFG-1241,2,Welding 1,WC-003,11,138,3.0,1.0
INV-MODL-SFG-1241,3,Assembly 2,WC-013,13,135,4.0,2.0
INV-MODL-SFG-1241,4,Welding 2,WC-001,17,190,,3.0
INV-MODL-SFG-1242,1,Assembly 1,WC-013,25,242,2.0,
INV-MODL-SFG-1242,2,Welding 1,WC-001,19,324,3.0,1.0
INV-MODL-SFG-1242,3,Assembly 2,WC-014,25,260,4.0,2.0
INV-MODL-SFG-1242,4,Welding 2,WC-005,11,172,,3.0
INV-MODL-FG-0279,1,Assembly 1,WC-013,18,238,2.0,
INV-MODL-FG-0279,2,Welding 1,WC-003,27,329,3.0,1.0
INV-MODL-FG-0279,3,Assembly 2,WC-014,21,153,4.0,2.0
INV-MODL-FG-0279,4,Welding 2,WC-005,13,242,5.0,3.0
INV-MODL-FG-0279,5,Assembly 3,WC-015,19,128,6.0,4.0
INV-MODL-FG-0279,6,Welding 3,WC-005,27,151,7.0,5.0
INV-MODL-FG-0279,7,Assembly 4,WC-016,11,217,8.0,6.0
INV-MODL-FG-0279,8,Welding 4,WC-005,12,191,9.0,7.0
INV-MODL-FG-0279,9,Machining 1,WC-012,26,227,10.0,8.0
INV-MODL-FG-0279,10,Painting 1,WC-018,23,178,11.0,9.0
INV-MODL-FG-0279,11,Packaging 1,WC-025,0,40,,10.0
INV-MODL-SFG-1243,1,Assembly 1,WC-014,19,204,2.0,
INV-MODL-SFG-1243,2,Welding 1,WC-003,17,138,3.0,1.0
INV-MODL-SFG-1243,3,Assembly 2,WC-013,12,238,4.0,2.0
INV-MODL-SFG-1243,4,Welding 2,WC-004,24,216,5.0,3.0
INV-MODL-SFG-1243,5,Machining 1,WC-007,45,110,,4.0
INV-MODL-SFG-1244,1,Assembly 1,WC-015,19,133,2.0,
INV-MODL-SFG-1244,2,Welding 1,WC-002,17,285,3.0,1.0
INV-MODL-SFG-1244,3,Machining 1,WC-012,65,93,,2.0
INV-MODL-SFG-1245,1,Assembly 1,WC-014,14,169,2.0,
INV-MODL-SFG-1245,2,Welding 1,WC-001,27,270,3.0,1.0
INV-MODL-SFG-1245,3,Machining 1,WC-010,43,60,,2.0
INV-MODL-FG-0280,1,Assembly 1,WC-016,30,259,2.0,
INV-MODL-FG-0280,2,Welding 1,WC-005,25,124,3.0,1.0
INV-MODL-FG-0280,3,Assembly 2,WC-014,16,331,4.0,2.0
INV-MODL-FG-0280,4,Welding 2,WC-002,22,290,5.0,3.0
INV-MODL-FG-0280,5,Assembly 3,WC-016,11,359,6.0,4.0
INV-MODL-FG-0280,6,Welding 3,WC-003,13,130,7.0,5.0
INV-MODL-FG-0280,7,Machining 1,WC-009,50,144,8.0,6.0
INV-MODL-FG-0280,8,Painting 1,WC-017,29,163,9.0,7.0
INV-MODL-FG-0280,9,Packaging 1,WC-031,0,40,,8.0
INV-MODL-SFG-1246,1,Assembly 1,WC-014,19,292,2.0,
INV-MODL-SFG-1246,2,Welding 1,WC-006,26,147,,1.0
INV-MODL-SFG-1247,1,Assembly 1,WC-015,30,126,2.0,
INV-MODL-SFG-1247,2,Welding 1,WC-002,17,182,,1.0
INV-MODL-SFG-1248,1,Assembly 1,WC-015,28,285,2.0,
INV-MODL-SFG-1248,2,Welding 1,WC-004,10,324,3.0,1.0
INV-MODL-SFG-1248,3,Machining 1,WC-007,21,68,,2.0
INV-MODL-SFG-1249,1,Assembly 1,WC-016,24,324,2.0,
INV-MODL-SFG-1249,2,Welding 1,WC-004,21,155,3.0,1.0
INV-MODL-SFG-1249,3,Assembly 2,WC-013,24,161,4.0,2.0
INV-MODL-SFG-1249,4,Welding 2,WC-005,16,312,,3.0
INV-MODL-SFG-1250,1,Assembly 1,WC-013,26,158,2.0,
INV-MODL-SFG-1250,2,Welding 1,WC-001,17,271,,1.0
INV-MODL-SFG-1251,1,Assembly 1,WC-014,22,272,2.0,
INV-MODL-SFG-1251,2,Welding 1,WC-005,10,145,3.0,1.0
INV-MODL-SFG-1251,3,Assembly 2,WC-014,29,124,4.0,2.0
INV-MODL-SFG-1251,4,Welding 2,WC-004,20,338,,3.0
INV-MODL-FG-0281,1,Assembly 1,WC-014,18,187,2.0,
INV-MODL-FG-0281,2,Welding 1,WC-006,20,185,3.0,1.0
INV-MODL-FG-0281,3,Assembly 2,WC-016,23,299,4.0,2.0
INV-MODL-FG-0281,4,Welding 2,WC-006,18,224,5.0,3.0
INV-MODL-FG-0281,5,Assembly 3,WC-016,21,230,6.0,4.0
INV-MODL-FG-0281,6,Welding 3,WC-006,15,305,7.0,5.0
INV-MODL-FG-0281,7,Assembly 4,WC-015,16,290,8.0,6.0
INV-MODL-FG-0281,8,Welding 4,WC-005,22,349,9.0,7.0
INV-MODL-FG-0281,9,Machining 1,WC-009,41,108,10.0,8.0
INV-MODL-FG-0281,10,Painting 1,WC-018,23,239,11.0,9.0
INV-MODL-FG-0281,11,Packaging 1,WC-025,0,40,,10.0
INV-MODL-SFG-1252,1,Assembly 1,WC-014,17,210,2.0,
INV-MODL-SFG-1252,2,Welding 1,WC-002,22,223,3.0,1.0
INV-MODL-SFG-1252,3,Assembly 2,WC-015,22,355,4.0,2.0
INV-MODL-SFG-1252,4,Welding 2,WC-001,19,326,,3.0
INV-MODL-SFG-1253,1,Assembly 1,WC-014,13,311,2.0,
INV-MODL-SFG-1253,2,Welding 1,WC-004,10,270,3.0,1.0
INV-MODL-SFG-1253,3,Assembly 2,WC-013,18,162,4.0,2.0
INV-MODL-SFG-1253,4,Welding 2,WC-006,18,314,,3.0
INV-MODL-SFG-1254,1,Assembly 1,WC-013,18,314,2.0,
INV-MODL-SFG-1254,2,Welding 1,WC-002,15,154,3.0,1.0
INV-MODL-SFG-1254,3,Assembly 2,WC-016,29,183,4.0,2.0
INV-MODL-SFG-1254,4,Welding 2,WC-004,29,261,,3.0
INV-MODL-SFG-1255,1,Assembly 1,WC-013,18,243,2.0,
INV-MODL-SFG-1255,2,Welding 1,WC-004,21,170,,1.0
INV-MODL-SFG-1256,1,Assembly 1,WC-015,16,258,2.0,
INV-MODL-SFG-1256,2,Welding 1,WC-004,11,155,3.0,1.0
INV-MODL-SFG-1256,3,Assembly 2,WC-016,29,220,4.0,2.0
INV-MODL-SFG-1256,4,Welding 2,WC-006,10,185,5.0,3.0
INV-MODL-SFG-1256,5,Machining 1,WC-010,45,93,,4.0
INV-MODL-FG-0282,1,Assembly 1,WC-015,10,127,2.0,
INV-MODL-FG-0282,2,Welding 1,WC-005,11,283,3.0,1.0
INV-MODL-FG-0282,3,Assembly 2,WC-013,14,143,4.0,2.0
INV-MODL-FG-0282,4,Welding 2,WC-005,15,319,5.0,3.0
INV-MODL-FG-0282,5,Assembly 3,WC-013,30,277,6.0,4.0
INV-MODL-FG-0282,6,Welding 3,WC-001,10,248,7.0,5.0
INV-MODL-FG-0282,7,Painting 1,WC-018,16,165,8.0,6.0
INV-MODL-FG-0282,8,Packaging 1,WC-032,0,40,,7.0
INV-MODL-SFG-1257,1,Assembly 1,WC-014,20,246,2.0,
INV-MODL-SFG-1257,2,Welding 1,WC-001,23,140,,1.0
INV-MODL-SFG-1258,1,Assembly 1,WC-016,25,123,2.0,
INV-MODL-SFG-1258,2,Welding 1,WC-006,16,303,3.0,1.0
INV-MODL-SFG-1258,3,Machining 1,WC-007,25,110,,2.0
INV-MODL-SFG-1259,1,Assembly 1,WC-013,10,243,2.0,
INV-MODL-SFG-1259,2,Welding 1,WC-001,15,290,3.0,1.0
INV-MODL-SFG-1259,3,Assembly 2,WC-014,26,231,4.0,2.0
INV-MODL-SFG-1259,4,Welding 2,WC-005,24,159,,3.0
INV-MODL-FG-0283,1,Assembly 1,WC-013,28,141,2.0,
INV-MODL-FG-0283,2,Welding 1,WC-002,19,185,3.0,1.0
INV-MODL-FG-0283,3,Assembly 2,WC-016,17,307,4.0,2.0
INV-MODL-FG-0283,4,Welding 2,WC-003,22,261,5.0,3.0
INV-MODL-FG-0283,5,Assembly 3,WC-014,27,242,6.0,4.0
INV-MODL-FG-0283,6,Welding 3,WC-002,28,175,7.0,5.0
INV-MODL-FG-0283,7,Machining 1,WC-008,47,203,8.0,6.0
INV-MODL-FG-0283,8,Painting 1,WC-019,15,117,9.0,7.0
INV-MODL-FG-0283,9,Packaging 1,WC-026,0,40,,8.0
INV-MODL-SFG-1260,1,Assembly 1,WC-015,16,193,2.0,
INV-MODL-SFG-1260,2,Welding 1,WC-004,30,184,,1.0
INV-MODL-SFG-1261,1,Assembly 1,WC-013,18,279,2.0,
INV-MODL-SFG-1261,2,Welding 1,WC-001,24,130,3.0,1.0
INV-MODL-SFG-1261,3,Machining 1,WC-009,49,115,,2.0
INV-MODL-SFG-1262,1,Assembly 1,WC-016,21,337,2.0,
INV-MODL-SFG-1262,2,Welding 1,WC-003,16,323,3.0,1.0
INV-MODL-SFG-1262,3,Assembly 2,WC-014,28,192,4.0,2.0
INV-MODL-SFG-1262,4,Welding 2,WC-004,20,121,5.0,3.0
INV-MODL-SFG-1262,5,Machining 1,WC-011,27,91,,4.0
INV-MODL-SFG-1263,1,Assembly 1,WC-014,21,244,2.0,
INV-MODL-SFG-1263,2,Welding 1,WC-005,29,250,3.0,1.0
INV-MODL-SFG-1263,3,Assembly 2,WC-014,19,265,4.0,2.0
INV-MODL-SFG-1263,4,Welding 2,WC-002,23,216,5.0,3.0
INV-MODL-SFG-1263,5,Machining 1,WC-009,29,106,,4.0
INV-MODL-SFG-1264,1,Assembly 1,WC-016,21,127,2.0,
INV-MODL-SFG-1264,2,Welding 1,WC-005,29,277,3.0,1.0
INV-MODL-SFG-1264,3,Assembly 2,WC-016,12,128,4.0,2.0
INV-MODL-SFG-1264,4,Welding 2,WC-006,27,348,5.0,3.0
INV-MODL-SFG-1264,5,Machining 1,WC-008,68,114,,4.0
INV-MODL-FG-0284,1,Assembly 1,WC-015,15,149,2.0,
INV-MODL-FG-0284,2,Welding 1,WC-001,25,176,3.0,1.0
INV-MODL-FG-0284,3,Assembly 2,WC-015,17,278,4.0,2.0
INV-MODL-FG-0284,4,Welding 2,WC-002,26,133,5.0,3.0
INV-MODL-FG-0284,5,Painting 1,WC-018,24,53,6.0,4.0
INV-MODL-FG-0284,6,Packaging 1,WC-022,0,40,,5.0
INV-MODL-SFG-1265,1,Assembly 1,WC-014,18,174,2.0,
INV-MODL-SFG-1265,2,Welding 1,WC-004,12,212,3.0,1.0
INV-MODL-SFG-1265,3,Assembly 2,WC-013,28,165,4.0,2.0
INV-MODL-SFG-1265,4,Welding 2,WC-002,23,293,5.0,3.0
INV-MODL-SFG-1265,5,Machining 1,WC-009,34,80,,4.0
INV-MODL-SFG-1266,1,Assembly 1,WC-016,30,283,2.0,
INV-MODL-SFG-1266,2,Welding 1,WC-002,25,305,3.0,1.0
INV-MODL-SFG-1266,3,Assembly 2,WC-015,11,230,4.0,2.0
INV-MODL-SFG-1266,4,Welding 2,WC-002,19,286,5.0,3.0
INV-MODL-SFG-1266,5,Machining 1,WC-007,55,99,,4.0
INV-MODL-SFG-1267,1,Assembly 1,WC-016,12,203,2.0,
INV-MODL-SFG-1267,2,Welding 1,WC-004,15,179,,1.0
INV-MODL-SFG-1268,1,Assembly 1,WC-015,11,169,2.0,
INV-MODL-SFG-1268,2,Welding 1,WC-001,13,197,,1.0
INV-MODL-SFG-1269,1,Assembly 1,WC-014,26,284,2.0,
INV-MODL-SFG-1269,2,Welding 1,WC-002,26,311,3.0,1.0
INV-MODL-SFG-1269,3,Assembly 2,WC-016,13,289,4.0,2.0
INV-MODL-SFG-1269,4,Welding 2,WC-003,20,138,,3.0
INV-MODL-SFG-1270,1,Assembly 1,WC-013,26,186,2.0,
INV-MODL-SFG-1270,2,Welding 1,WC-005,19,135,,1.0
INV-MODL-FG-0285,1,Assembly 1,WC-016,15,191,2.0,
INV-MODL-FG-0285,2,Welding 1,WC-003,11,248,3.0,1.0
INV-MODL-FG-0285,3,Assembly 2,WC-014,22,208,4.0,2.0
INV-MODL-FG-0285,4,Welding 2,WC-002,24,262,5.0,3.0
INV-MODL-FG-0285,5,Assembly 3,WC-016,16,146,6.0,4.0
INV-MODL-FG-0285,6,Welding 3,WC-001,14,207,7.0,5.0
INV-MODL-FG-0285,7,Assembly 4,WC-014,14,219,8.0,6.0
INV-MODL-FG-0285,8,Welding 4,WC-004,12,196,9.0,7.0
INV-MODL-FG-0285,9,Painting 1,WC-019,23,154,10.0,8.0
INV-MODL-FG-0285,10,Packaging 1,WC-031,0,40,,9.0
INV-MODL-SFG-1271,1,Assembly 1,WC-014,24,226,2.0,
INV-MODL-SFG-1271,2,Welding 1,WC-002,13,277,3.0,1.0
INV-MODL-SFG-1271,3,Assembly 2,WC-016,27,296,4.0,2.0
INV-MODL-SFG-1271,4,Welding 2,WC-006,19,245,,3.0
INV-MODL-SFG-1272,1,Assembly 1,WC-013,26,276,2.0,
INV-MODL-SFG-1272,2,Welding 1,WC-003,23,207,3.0,1.0
INV-MODL-SFG-1272,3,Assembly 2,WC-015,21,254,4.0,2.0
INV-MODL-SFG-1272,4,Welding 2,WC-006,16,355,,3.0
INV-MODL-SFG-1273,1,Assembly 1,WC-016,17,319,2.0,
INV-MODL-SFG-1273,2,Welding 1,WC-001,26,194,3.0,1.0
INV-MODL-SFG-1273,3,Assembly 2,WC-013,27,309,4.0,2.0
INV-MODL-SFG-1273,4,Welding 2,WC-005,12,324,5.0,3.0
INV-MODL-SFG-1273,5,Machining 1,WC-008,30,62,,4.0
INV-MODL-SFG-1274,1,Assembly 1,WC-016,17,184,2.0,
INV-MODL-SFG-1274,2,Welding 1,WC-005,12,143,3.0,1.0
INV-MODL-SFG-1274,3,Assembly 2,WC-014,10,224,4.0,2.0
INV-MODL-SFG-1274,4,Welding 2,WC-004,10,280,5.0,3.0
INV-MODL-SFG-1274,5,Machining 1,WC-009,50,101,,4.0
INV-MODL-SFG-1275,1,Assembly 1,WC-016,11,350,2.0,
INV-MODL-SFG-1275,2,Welding 1,WC-003,10,268,3.0,1.0
INV-MODL-SFG-1275,3,Assembly 2,WC-014,15,243,4.0,2.0
INV-MODL-SFG-1275,4,Welding 2,WC-002,19,262,,3.0
INV-MODL-SFG-1276,1,Assembly 1,WC-016,16,125,2.0,
INV-MODL-SFG-1276,2,Welding 1,WC-005,18,348,3.0,1.0
INV-MODL-SFG-1276,3,Assembly 2,WC-014,29,172,4.0,2.0
INV-MODL-SFG-1276,4,Welding 2,WC-002,11,275,,3.0
INV-MODL-FG-0286,1,Assembly 1,WC-013,30,303,2.0,
INV-MODL-FG-0286,2,Welding 1,WC-006,24,286,3.0,1.0
INV-MODL-FG-0286,3,Assembly 2,WC-016,13,184,4.0,2.0
INV-MODL-FG-0286,4,Welding 2,WC-005,24,321,5.0,3.0
INV-MODL-FG-0286,5,Assembly 3,WC-013,27,193,6.0,4.0
INV-MODL-FG-0286,6,Welding 3,WC-005,30,197,7.0,5.0
INV-MODL-FG-0286,7,Machining 1,WC-011,33,195,8.0,6.0
INV-MODL-FG-0286,8,Painting 1,WC-018,18,170,9.0,7.0
INV-MODL-FG-0286,9,Packaging 1,WC-032,0,40,,8.0
INV-MODL-SFG-1277,1,Assembly 1,WC-014,25,270,2.0,
INV-MODL-SFG-1277,2,Welding 1,WC-006,28,208,3.0,1.0
INV-MODL-SFG-1277,3,Assembly 2,WC-015,17,346,4.0,2.0
INV-MODL-SFG-1277,4,Welding 2,WC-003,23,195,,3.0
INV-MODL-SFG-1278,1,Assembly 1,WC-013,25,147,2.0,
INV-MODL-SFG-1278,2,Welding 1,WC-005,21,199,3.0,1.0
INV-MODL-SFG-1278,3,Machining 1,WC-009,52,108,,2.0
INV-MODL-SFG-1279,1,Assembly 1,WC-014,15,334,2.0,
INV-MODL-SFG-1279,2,Welding 1,WC-001,10,237,3.0,1.0
INV-MODL-SFG-1279,3,Machining 1,WC-011,74,82,,2.0
INV-MODL-SFG-1280,1,Assembly 1,WC-016,22,340,2.0,
INV-MODL-SFG-1280,2,Welding 1,WC-005,28,272,3.0,1.0
INV-MODL-SFG-1280,3,Machining 1,WC-009,55,88,,2.0
INV-MODL-FG-0287,1,Assembly 1,WC-013,17,246,2.0,
INV-MODL-FG-0287,2,Welding 1,WC-006,15,182,3.0,1.0
INV-MODL-FG-0287,3,Assembly 2,WC-016,20,217,4.0,2.0
INV-MODL-FG-0287,4,Welding 2,WC-006,27,234,5.0,3.0
INV-MODL-FG-0287,5,Assembly 3,WC-014,13,207,6.0,4.0
INV-MODL-FG-0287,6,Welding 3,WC-006,18,165,7.0,5.0
INV-MODL-FG-0287,7,Painting 1,WC-018,25,143,8.0,6.0
INV-MODL-FG-0287,8,Packaging 1,WC-022,0,40,,7.0
INV-MODL-SFG-1281,1,Assembly 1,WC-013,10,144,2.0,
INV-MODL-SFG-1281,2,Welding 1,WC-004,22,182,,1.0
INV-MODL-SFG-1282,1,Assembly 1,WC-015,21,229,2.0,
INV-MODL-SFG-1282,2,Welding 1,WC-004,26,211,3.0,1.0
INV-MODL-SFG-1282,3,Machining 1,WC-009,70,110,,2.0
INV-MODL-SFG-1283,1,Assembly 1,WC-016,25,352,2.0,
INV-MODL-SFG-1283,2,Welding 1,WC-006,22,254,,1.0
INV-MODL-SFG-1284,1,Assembly 1,WC-013,10,299,2.0,
INV-MODL-SFG-1284,2,Welding 1,WC-006,12,301,3.0,1.0
INV-MODL-SFG-1284,3,Assembly 2,WC-016,16,208,4.0,2.0
INV-MODL-SFG-1284,4,Welding 2,WC-002,21,318,5.0,3.0
INV-MODL-SFG-1284,5,Machining 1,WC-011,40,90,,4.0
INV-MODL-FG-0288,1,Assembly 1,WC-013,22,179,2.0,
INV-MODL-FG-0288,2,Welding 1,WC-004,24,354,3.0,1.0
INV-MODL-FG-0288,3,Assembly 2,WC-014,13,294,4.0,2.0
INV-MODL-FG-0288,4,Welding 2,WC-003,20,261,5.0,3.0
INV-MODL-FG-0288,5,Assembly 3,WC-014,27,325,6.0,4.0
INV-MODL-FG-0288,6,Welding 3,WC-006,26,350,7.0,5.0
INV-MODL-FG-0288,7,Painting 1,WC-018,25,173,8.0,6.0
INV-MODL-FG-0288,8,Packaging 1,WC-025,0,40,,7.0
INV-MODL-SFG-1285,1,Assembly 1,WC-013,22,291,2.0,
INV-MODL-SFG-1285,2,Welding 1,WC-002,22,278,3.0,1.0
INV-MODL-SFG-1285,3,Assembly 2,WC-013,20,287,4.0,2.0
INV-MODL-SFG-1285,4,Welding 2,WC-004,18,247,5.0,3.0
INV-MODL-SFG-1285,5,Machining 1,WC-008,51,87,,4.0
INV-MODL-SFG-1286,1,Assembly 1,WC-016,15,154,2.0,
INV-MODL-SFG-1286,2,Welding 1,WC-002,22,269,3.0,1.0
INV-MODL-SFG-1286,3,Assembly 2,WC-014,18,202,4.0,2.0
INV-MODL-SFG-1286,4,Welding 2,WC-001,27,150,5.0,3.0
INV-MODL-SFG-1286,5,Machining 1,WC-010,21,102,,4.0
INV-MODL-SFG-1287,1,Assembly 1,WC-014,13,172,2.0,
INV-MODL-SFG-1287,2,Welding 1,WC-004,15,206,3.0,1.0
INV-MODL-SFG-1287,3,Assembly 2,WC-015,22,183,4.0,2.0
INV-MODL-SFG-1287,4,Welding 2,WC-006,18,159,5.0,3.0
INV-MODL-SFG-1287,5,Machining 1,WC-008,63,113,,4.0
INV-MODL-SFG-1288,1,Assembly 1,WC-015,27,274,2.0,
INV-MODL-SFG-1288,2,Welding 1,WC-003,14,310,3.0,1.0
INV-MODL-SFG-1288,3,Assembly 2,WC-013,25,210,4.0,2.0
INV-MODL-SFG-1288,4,Welding 2,WC-004,12,351,5.0,3.0
INV-MODL-SFG-1288,5,Machining 1,WC-011,70,77,,4.0
INV-MODL-FG-0289,1,Assembly 1,WC-013,26,192,2.0,
INV-MODL-FG-0289,2,Welding 1,WC-004,10,202,3.0,1.0
INV-MODL-FG-0289,3,Assembly 2,WC-016,29,200,4.0,2.0
INV-MODL-FG-0289,4,Welding 2,WC-006,17,160,5.0,3.0
INV-MODL-FG-0289,5,Assembly 3,WC-013,17,319,6.0,4.0
INV-MODL-FG-0289,6,Welding 3,WC-005,30,304,7.0,5.0
INV-MODL-FG-0289,7,Assembly 4,WC-013,26,355,8.0,6.0
INV-MODL-FG-0289,8,Welding 4,WC-006,30,215,9.0,7.0
INV-MODL-FG-0289,9,Machining 1,WC-008,75,122,10.0,8.0
INV-MODL-FG-0289,10,Painting 1,WC-019,15,162,11.0,9.0
INV-MODL-FG-0289,11,Packaging 1,WC-029,0,40,,10.0
INV-MODL-SFG-1289,1,Assembly 1,WC-016,16,191,2.0,
INV-MODL-SFG-1289,2,Welding 1,WC-003,30,347,3.0,1.0
INV-MODL-SFG-1289,3,Assembly 2,WC-014,30,294,4.0,2.0
INV-MODL-SFG-1289,4,Welding 2,WC-003,15,294,5.0,3.0
INV-MODL-SFG-1289,5,Machining 1,WC-011,71,90,,4.0
INV-MODL-SFG-1290,1,Assembly 1,WC-016,10,169,2.0,
INV-MODL-SFG-1290,2,Welding 1,WC-002,13,280,3.0,1.0
INV-MODL-SFG-1290,3,Assembly 2,WC-014,18,240,4.0,2.0
INV-MODL-SFG-1290,4,Welding 2,WC-002,14,326,5.0,3.0
INV-MODL-SFG-1290,5,Machining 1,WC-007,74,112,,4.0
INV-MODL-SFG-1291,1,Assembly 1,WC-016,13,275,2.0,
INV-MODL-SFG-1291,2,Welding 1,WC-001,20,223,3.0,1.0
INV-MODL-SFG-1291,3,Assembly 2,WC-016,28,127,4.0,2.0
INV-MODL-SFG-1291,4,Welding 2,WC-005,18,196,5.0,3.0
INV-MODL-SFG-1291,5,Machining 1,WC-012,42,81,,4.0
INV-MODL-SFG-1292,1,Assembly 1,WC-015,28,122,2.0,
INV-MODL-SFG-1292,2,Welding 1,WC-006,24,185,3.0,1.0
INV-MODL-SFG-1292,3,Assembly 2,WC-014,21,270,4.0,2.0
INV-MODL-SFG-1292,4,Welding 2,WC-003,29,274,5.0,3.0
INV-MODL-SFG-1292,5,Machining 1,WC-012,52,80,,4.0
INV-MODL-FG-0290,1,Assembly 1,WC-014,18,229,2.0,
INV-MODL-FG-0290,2,Welding 1,WC-006,15,336,3.0,1.0
INV-MODL-FG-0290,3,Assembly 2,WC-015,25,264,4.0,2.0
INV-MODL-FG-0290,4,Welding 2,WC-003,17,286,5.0,3.0
INV-MODL-FG-0290,5,Machining 1,WC-009,27,167,6.0,4.0
INV-MODL-FG-0290,6,Painting 1,WC-018,22,83,7.0,5.0
INV-MODL-FG-0290,7,Packaging 1,WC-028,0,40,,6.0
INV-MODL-SFG-1293,1,Assembly 1,WC-015,15,271,2.0,
INV-MODL-SFG-1293,2,Welding 1,WC-001,27,335,,1.0
INV-MODL-SFG-1294,1,Assembly 1,WC-016,28,357,2.0,
INV-MODL-SFG-1294,2,Welding 1,WC-002,10,337,3.0,1.0
INV-MODL-SFG-1294,3,Machining 1,WC-009,22,71,,2.0
INV-MODL-SFG-1295,1,Assembly 1,WC-015,18,161,2.0,
INV-MODL-SFG-1295,2,Welding 1,WC-003,21,175,3.0,1.0
INV-MODL-SFG-1295,3,Assembly 2,WC-013,14,340,4.0,2.0
INV-MODL-SFG-1295,4,Welding 2,WC-002,19,356,,3.0
INV-MODL-SFG-1296,1,Assembly 1,WC-015,13,165,2.0,
INV-MODL-SFG-1296,2,Welding 1,WC-002,20,294,3.0,1.0
INV-MODL-SFG-1296,3,Assembly 2,WC-013,11,178,4.0,2.0
INV-MODL-SFG-1296,4,Welding 2,WC-006,28,251,,3.0
INV-MODL-SFG-1297,1,Assembly 1,WC-014,21,339,2.0,
INV-MODL-SFG-1297,2,Welding 1,WC-005,30,325,3.0,1.0
INV-MODL-SFG-1297,3,Assembly 2,WC-016,16,230,4.0,2.0
INV-MODL-SFG-1297,4,Welding 2,WC-003,19,149,5.0,3.0
INV-MODL-SFG-1297,5,Machining 1,WC-012,30,65,,4.0
INV-MODL-SFG-1298,1,Assembly 1,WC-016,28,274,2.0,
INV-MODL-SFG-1298,2,Welding 1,WC-005,13,210,3.0,1.0
INV-MODL-SFG-1298,3,Assembly 2,WC-014,27,248,4.0,2.0
INV-MODL-SFG-1298,4,Welding 2,WC-001,15,167,,3.0
INV-MODL-FG-0291,1,Assembly 1,WC-013,11,270,2.0,
INV-MODL-FG-0291,2,Welding 1,WC-006,28,149,3.0,1.0
INV-MODL-FG-0291,3,Assembly 2,WC-015,24,143,4.0,2.0
INV-MODL-FG-0291,4,Welding 2,WC-001,16,337,5.0,3.0
INV-MODL-FG-0291,5,Painting 1,WC-017,18,88,6.0,4.0
INV-MODL-FG-0291,6,Packaging 1,WC-021,0,40,,5.0
INV-MODL-SFG-1299,1,Assembly 1,WC-015,11,316,2.0,
INV-MODL-SFG-1299,2,Welding 1,WC-004,21,162,3.0,1.0
INV-MODL-SFG-1299,3,Assembly 2,WC-013,23,148,4.0,2.0
INV-MODL-SFG-1299,4,Welding 2,WC-004,26,346,,3.0
INV-MODL-SFG-1300,1,Assembly 1,WC-013,13,160,2.0,
INV-MODL-SFG-1300,2,Welding 1,WC-002,16,339,3.0,1.0
INV-MODL-SFG-1300,3,Machining 1,WC-010,48,112,,2.0
